DISTANCE_FISHED,NET_WIDTH(M),NET_WIDTH(KM),YEAR
1.605,15.504,0.015504,2009
1.481,16.042,0.016042,2009
1.506,14.867,0.014867,2009
1.486,14.888,0.014888,2009
1.558,14.747,0.014747,2009
1.561,14.938,0.014938,2009
1.591,17.323,0.017323,2009
1.422,16.954,0.016954,2009
1.576,16.079,0.016079,2009
1.493,16.873,0.016873,2009
1.554,16.817,0.016817,2009
1.505,16.73,0.01673,2009
1.461,16.31,0.01631,2009
1.686,16.522,0.016522,2009
1.515,16.86,0.01686,2009
1.566,16.389,0.016389,2009
1.445,16.096,0.016096,2009
1.597,16.414,0.016414,2009
1.584,17.312,0.017312,2009
1.304,16.49,0.01649,2009
1.428,17.967,0.017967,2009
1.361,18.128,0.018128,2009
1.62,17.055,0.017055,2009
1.57,17.292,0.017292,2009
1.463,17.463,0.017463,2009
1.498,16.602,0.016602,2009
1.563,16.804,0.016804,2009
1.609,16.907,0.016907,2009
1.466,16.882,0.016882,2009
1.432,14.266,0.014266,2009
1.505,15.825,0.015825,2009
1.464,16.29,0.01629,2009
1.547,17.603,0.017603,2009
1.47,16.71,0.01671,2009
1.315,15.659,0.015659,2009
1.632,16.256,0.016256,2009
1.653,14.895,0.014895,2009
1.603,15.707,0.015707,2009
1.401,16.657,0.016657,2009
1.59,16.262,0.016262,2009
1.684,17.926,0.017926,2009
1.726,16.559,0.016559,2009
1.721,16.844,0.016844,2009
1.515,15.976,0.015976,2009
1.61,16.633,0.016633,2009
1.68,16.678,0.016678,2009
1.591,16.371,0.016371,2009
1.647,17.276,0.017276,2009
1.554,17.256,0.017256,2009
1.6,16.119,0.016119,2009
1.708,16.263,0.016263,2009
1.72,16.299,0.016299,2009
1.743,16.218,0.016218,2009
1.717,17.052,0.017052,2009
1.711,15.272,0.015272,2009
1.197,17.152,0.017152,2009
1.625,15.686,0.015686,2009
1.659,15.669,0.015669,2009
1.531,16.368,0.016368,2009
1.484,16.804,0.016804,2009
1.552,14.642,0.014642,2009
1.644,16.482,0.016482,2009
1.564,15.951,0.015951,2009
1.775,15.131,0.015131,2009
1.656,16.659,0.016659,2009
1.498,16.117,0.016117,2009
1.723,14.477,0.014477,2009
1.622,16.378,0.016378,2009
1.182,15.564,0.015564,2009
1.528,17.74,0.01774,2009
1.563,16.536,0.016536,2009
1.634,16.175,0.016175,2009
1.555,17.898,0.017898,2009
1.072,17.679,0.017679,2009
1.643,18.407,0.018407,2009
1.839,15.731,0.015731,2009
1.46,16.977,0.016977,2009
1.693,16.221,0.016221,2009
1.718,15.87,0.01587,2009
1.571,15.285,0.015285,2009
1.756,15.919,0.015919,2009
1.746,16.382,0.016382,2009
1.819,15.369,0.015369,2009
1.561,14.95,0.01495,2009
1.674,14.721,0.014721,2009
1.678,15.027,0.015027,2009
1.779,15.938,0.015938,2009
1.565,15.744,0.015744,2009
1.765,15.712,0.015712,2009
1.706,16.516,0.016516,2009
1.694,16.182,0.016182,2009
1.707,16.168,0.016168,2009
1.667,16.302,0.016302,2009
1.541,16.899,0.016899,2009
1.699,16.482,0.016482,2009
1.335,16.941,0.016941,2009
1.674,15.974,0.015974,2009
1.703,17.293,0.017293,2009
1.164,17.124,0.017124,2009
1.623,16.484,0.016484,2009
1.684,16.998,0.016998,2009
1.576,15.207,0.015207,2009
1.645,16.425,0.016425,2009
1.519,16.05,0.01605,2009
1.899,14.643,0.014643,2009
1.641,16.683,0.016683,2009
1.567,16.9,0.0169,2009
1.797,15.976,0.015976,2009
1.78,14.95,0.01495,2009
1.466,16.35,0.01635,2009
1.607,16.811,0.016811,2009
1.526,17.964,0.017964,2009
1.539,15.947,0.015947,2009
1.514,15.874,0.015874,2009
1.505,17.333,0.017333,2009
1.502,16.819,0.016819,2009
1.525,16.629,0.016629,2009
1.501,16.616,0.016616,2009
1.479,17.752,0.017752,2009
1.47,17.5,0.0175,2009
1.55,16.054,0.016054,2009
1.546,18.003,0.018003,2009
1.508,17.714,0.017714,2009
1.486,17.973,0.017973,2009
1.582,16.1,0.0161,2009
1.556,16.637,0.016637,2009
1.482,16.187,0.016187,2009
1.616,16.49,0.01649,2009
1.501,16.315,0.016315,2009
1.669,15.596,0.015596,2009
1.468,16.401,0.016401,2009
1.445,17.244,0.017244,2009
1.423,17.038,0.017038,2009
1.508,18.303,0.018303,2009
1.42,18.241,0.018241,2009
1.431,17.32,0.01732,2009
1.531,17.796,0.017796,2009
1.565,17.211,0.017211,2009
1.548,16.621,0.016621,2009
1.586,16.491,0.016491,2009
1.522,16.537,0.016537,2009
1.701,17.249,0.017249,2009
1.485,17.851,0.017851,2009
1.474,16.017,0.016017,2009
1.536,14.737,0.014737,2009
1.522,16.076,0.016076,2009
1.411,17.388,0.017388,2009
1.532,17.446,0.017446,2009
1.285,16.347,0.016347,2009
1.515,18.909,0.018909,2009
1.476,16.633,0.016633,2009
1.524,15.899,0.015899,2009
1.555,17.139,0.017139,2009
1.504,18.209,0.018209,2009
1.576,16.598,0.016598,2009
1.578,15.663,0.015663,2009
1.425,16.633,0.016633,2009
1.511,16.257,0.016257,2009
1.422,16.273,0.016273,2009
1.474,15.57,0.01557,2009
1.441,16.422,0.016422,2009
1.57,15.816,0.015816,2009
1.495,17.2,0.0172,2009
1.463,17.742,0.017742,2009
1.473,15.93,0.01593,2009
1.511,16.785,0.016785,2009
1.555,16.668,0.016668,2009
1.512,17.111,0.017111,2009
1.508,17.196,0.017196,2009
1.54,16.655,0.016655,2009
1.432,17.378,0.017378,2009
1.447,17.798,0.017798,2009
1.402,18.723,0.018723,2009
1.673,18.439,0.018439,2009
1.383,17.975,0.017975,2009
1.61,16.018,0.016018,2009
1.592,16.93,0.01693,2009
1.572,17.576,0.017576,2009
1.352,15.712,0.015712,2009
1.576,15.72,0.01572,2009
1.535,16.771,0.016771,2009
1.583,16.778,0.016778,2009
1.584,15.377,0.015377,2009
1.497,15.493,0.015493,2009
1.514,16.579,0.016579,2009
1.456,16.628,0.016628,2009
1.495,17.005,0.017005,2009
1.485,16.949,0.016949,2009
1.481,17.792,0.017792,2009
1.509,16.888,0.016888,2009
1.577,16.037,0.016037,2009
1.573,16.388,0.016388,2009
1.528,16.179,0.016179,2009
1.641,14.907,0.014907,2009
1.472,14.686,0.014686,2009
1.56,16.592,0.016592,2009
1.564,14.687,0.014687,2009
1.547,15.163,0.015163,2009
1.63,15.987,0.015987,2009
1.597,15.045,0.015045,2009
1.666,14.957,0.014957,2009
1.632,15.633,0.015633,2009
1.59,15.346,0.015346,2009
1.601,15.659,0.015659,2009
1.528,16.03,0.01603,2009
1.548,17.306,0.017306,2009
1.463,17.357,0.017357,2009
1.633,16.999,0.016999,2009
1.601,16.594,0.016594,2009
1.208,15.986,0.015986,2009
1.344,16.501,0.016501,2009
1.511,16.183,0.016183,2009
1.567,15.428,0.015428,2009
1.654,16.937,0.016937,2009
1.585,16.014,0.016014,2009
1.49,15.816,0.015816,2009
1.454,17.643,0.017643,2009
1.571,14.879,0.014879,2009
1.618,16.54,0.01654,2009
1.51,15.31,0.01531,2009
1.586,16.257,0.016257,2009
1.608,15.987,0.015987,2009
1.538,14.533,0.014533,2009
1.504,15.889,0.015889,2009
1.222,16.041,0.016041,2009
1.645,14.184,0.014184,2009
1.566,15.98,0.01598,2009
1.612,16.799,0.016799,2009
1.466,17.58,0.01758,2009
1.501,17.494,0.017494,2009
1.538,17.344,0.017344,2009
1.447,15.302,0.015302,2009
1.544,15.504,0.015504,2009
1.63,17.093,0.017093,2009
1.397,18.352,0.018352,2009
1.488,17.3,0.0173,2009
1.623,15.875,0.015875,2009
1.352,16.326,0.016326,2009
1.642,15.241,0.015241,2009
1.502,15.675,0.015675,2009
1.555,16.987,0.016987,2009
1.541,16.764,0.016764,2009
1.45,16.848,0.016848,2009
1.535,17.147,0.017147,2009
1.536,17.221,0.017221,2009
1.632,17.43,0.01743,2009
1.526,16.851,0.016851,2009
1.508,18.067,0.018067,2009
1.593,17.074,0.017074,2009
1.398,16.537,0.016537,2009
1.458,19.312,0.019312,2009
1.639,17.514,0.017514,2009
1.511,16.149,0.016149,2009
1.542,16.607,0.016607,2009
1.658,15.409,0.015409,2009
1.625,16.047,0.016047,2009
1.586,15.735,0.015735,2009
1.637,16.571,0.016571,2009
1.595,15.965,0.015965,2009
1.611,15.345,0.015345,2009
1.713,16.162,0.016162,2009
1.658,16.173,0.016173,2009
1.501,16.063,0.016063,2009
1.728,16.132,0.016132,2009
1.438,16.408,0.016408,2009
1.656,15.896,0.015896,2009
1.432,16.866,0.016866,2009
1.577,15.782,0.015782,2009
1.641,16.079,0.016079,2009
1.606,15.341,0.015341,2009
1.655,15.277,0.015277,2009
1.723,15.764,0.015764,2009
1.61,16.904,0.016904,2009
1.515,15.63,0.01563,2009
1.557,15.941,0.015941,2009
1.634,15.233,0.015233,2009
1.659,16.257,0.016257,2009
1.559,15.1,0.0151,2009
1.655,15.155,0.015155,2009
1.652,15.563,0.015563,2009
1.723,15.601,0.015601,2009
1.526,15.937,0.015937,2009
1.587,15.723,0.015723,2009
1.533,15.309,0.015309,2009
1.641,15.794,0.015794,2009
1.633,14.821,0.014821,2009
1.58,15.75,0.01575,2009
1.582,14.582,0.014582,2009
1.468,15.297,0.015297,2009
1.448,16.129,0.016129,2009
1.82,15.329,0.015329,2009
1.51,16.097,0.016097,2009
1.595,15.018,0.015018,2009
1.566,14.965,0.014965,2009
1.608,16.82,0.01682,2009
1.536,15.655,0.015655,2009
1.564,15.349,0.015349,2009
1.563,15.989,0.015989,2009
1.473,16.033,0.016033,2009
1.571,15.387,0.015387,2009
1.62,17.096,0.017096,2009
1.572,16.368,0.016368,2009
1.69,14.655,0.014655,2009
1.398,15.799,0.015799,2009
1.555,16.707,0.016707,2009
1.623,15.105,0.015105,2009
1.484,14.304,0.014304,2009
1.708,14.917,0.014917,2009
1.659,14.643,0.014643,2009
1.615,14.582,0.014582,2009
1.429,14.573,0.014573,2009
1.708,15.066,0.015066,2009
1.682,15.002,0.015002,2009
1.615,15.222,0.015222,2009
1.631,15.498,0.015498,2009
1.585,15.007,0.015007,2009
1.518,14.869,0.014869,2009
1.531,15.303,0.015303,2009
1.473,14.661,0.014661,2009
1.753,13.878,0.013878,2009
1.642,16.806,0.016806,2009
1.532,16.804,0.016804,2009
1.661,17.17,0.01717,2009
1.639,15.765,0.015765,2009
1.678,16.595,0.016595,2009
1.753,16.03,0.01603,2009
1.438,15.008,0.015008,2009
1.616,15.553,0.015553,2009
1.715,15.914,0.015914,2009
1.579,16.438,0.016438,2009
1.658,16.873,0.016873,2009
1.492,14.894,0.014894,2009
1.576,15.386,0.015386,2009
1.277,15.377,0.015377,2009
1.482,14.894,0.014894,2009
1.87,17.134,0.017134,2009
1.531,17.014,0.017014,2009
1.614,15.894,0.015894,2009
1.617,15.795,0.015795,2009
1.501,15.393,0.015393,2009
1.581,15.244,0.015244,2009
1.532,14.779,0.014779,2009
1.587,15.708,0.015708,2009
1.59,15.711,0.015711,2009
1.571,16.175,0.016175,2009
1.629,16.429,0.016429,2009
1.578,15.718,0.015718,2009
1.593,14.649,0.014649,2009
1.553,15.147,0.015147,2009
1.553,14.429,0.014429,2009
1.571,14.777,0.014777,2009
1.525,16.86,0.01686,2009
1.533,15.401,0.015401,2009
1.507,15.306,0.015306,2009
1.617,15.153,0.015153,2009
1.549,15.784,0.015784,2009
1.558,15.236,0.015236,2009
1.549,15.246,0.015246,2009
1.675,15.662,0.015662,2009
1.564,15.361,0.015361,2009
1.809,15.314,0.015314,2009
1.583,15.455,0.015455,2009
1.586,15.097,0.015097,2009
1.782,16.084,0.016084,2009
1.853,15.692,0.015692,2009
1.557,16.597,0.016597,2009
1.562,16.428,0.016428,2009
1.607,16.339,0.016339,2009
1.578,15.43,0.01543,2009
1.63,16.077,0.016077,2009
1.569,15.58,0.01558,2009
1.609,16.083,0.016083,2009
1.564,15.948,0.015948,2009
1.602,16.066,0.016066,2009
1.632,15.912,0.015912,2009
1.623,15.728,0.015728,2009
1.638,14.383,0.014383,2009
1.622,16.907,0.016907,2009
1.594,16.346,0.016346,2009
1.705,15.872,0.015872,2009
1.616,16.44,0.01644,2009
1.544,16.361,0.016361,2009
1.59,17.448,0.017448,2009
1.597,17.719,0.017719,2009
1.621,16.855,0.016855,2009
1.646,15.987,0.015987,2009
1.625,16.503,0.016503,2009
1.599,16.902,0.016902,2009
1.637,14.986,0.014986,2009
1.609,15.846,0.015846,2009
1.603,16.224,0.016224,2009
1.594,15.889,0.015889,2009
1.841,15.215,0.015215,2009
1.758,14.588,0.014588,2009
1.757,14.594,0.014594,2009
1.518,16.661,0.016661,2009
1.477,15.845,0.015845,2009
1.54,14.945,0.014945,2009
1.488,14.339,0.014339,2009
1.62,14.994,0.014994,2009
1.595,14.837,0.014837,2009
1.551,14.072,0.014072,2009
1.769,14.942,0.014942,2009
1.79,17.172,0.017172,2009
1.748,16.889,0.016889,2009
1.515,16.383,0.016383,2009
1.933,16.769,0.016769,2009
1.528,14.916,0.014916,2009
1.597,15.771,0.015771,2009
1.565,16.835,0.016835,2009
1.571,15.974,0.015974,2009
1.539,14.772,0.014772,2009
1.564,15.24,0.01524,2009
1.703,15.15,0.01515,2009
1.517,15.09,0.01509,2009
1.448,14.484,0.014484,2009
1.583,14.179,0.014179,2009
1.551,14.346,0.014346,2009
1.58,14.709,0.014709,2009
1.57,14.474,0.014474,2009
1.645,15.499,0.015499,2009
1.577,15.049,0.015049,2009
1.582,15.465,0.015465,2009
1.502,14.415,0.014415,2009
1.607,15.031,0.015031,2009
1.616,14.032,0.014032,2009
1.615,15.63,0.01563,2009
1.575,15.002,0.015002,2009
1.664,16.551,0.016551,2009
1.535,15.741,0.015741,2009
1.507,16.434,0.016434,2009
1.608,15.651,0.015651,2009
1.542,15.566,0.015566,2009
1.559,16.908,0.016908,2009
1.637,16.084,0.016084,2009
1.485,15.558,0.015558,2009
2.138,17.533,0.017533,2009
1.579,15.814,0.015814,2009
1.636,16.828,0.016828,2009
1.653,15.515,0.015515,2009
1.586,16.523,0.016523,2009
1.588,16.252,0.016252,2009
1.579,15.077,0.015077,2009
1.594,15.807,0.015807,2009
1.561,15.109,0.015109,2009
1.571,15.86,0.01586,2009
1.563,15.571,0.015571,2009
1.581,15.607,0.015607,2009
1.531,16.455,0.016455,2009
1.495,15.868,0.015868,2009
1.644,16.411,0.016411,2009
1.526,16.859,0.016859,2009
1.54,16.965,0.016965,2009
1.564,15.162,0.015162,2009
1.641,16.56,0.01656,2009
1.546,16.365,0.016365,2009
1.476,16.553,0.016553,2009
1.545,16.015,0.016015,2009
1.527,15.792,0.015792,2009
1.487,16.21,0.01621,2009
1.516,16.888,0.016888,2009
1.529,16.604,0.016604,2009
1.532,15.799,0.015799,2009
1.567,16.105,0.016105,2009
1.639,17.175,0.017175,2009
1.536,15.25,0.01525,2009
1.062,16.945,0.016945,2009
1.23,15.911,0.015911,2009
1.577,15.392,0.015392,2009
1.497,16.269,0.016269,2009
1.485,15.398,0.015398,2009
1.722,15.399,0.015399,2009
1.552,14.766,0.014766,2009
1.55,17.157,0.017157,2009
1.512,15.952,0.015952,2009
1.468,16.574,0.016574,2009
1.553,16.614,0.016614,2009
1.635,16.595,0.016595,2009
1.463,15.285,0.015285,2009
1.495,15.511,0.015511,2009
1.414,15.544,0.015544,2009
1.535,15.788,0.015788,2009
1.905,15.638,0.015638,2009
1.713,17.882,0.017882,2009
1.469,16.292,0.016292,2009
1.471,17.51,0.01751,2009
1.468,16.57,0.01657,2009
1.548,15.664,0.015664,2009
1.473,17.027,0.017027,2009
1.586,15.699,0.015699,2009
1.59,15.499,0.015499,2009
1.439,16.432,0.016432,2009
1.534,15.664,0.015664,2009
1.705,16.305,0.016305,2009
1.532,16.68,0.01668,2009
1.535,16.189,0.016189,2009
1.626,18.12,0.01812,2009
1.41,18.31,0.01831,2009
1.389,16.757,0.016757,2009
1.506,16.12,0.01612,2009
1.507,15.612,0.015612,2009
1.541,16.372,0.016372,2009
1.414,17.331,0.017331,2009
1.582,16.677,0.016677,2009
1.623,15.641,0.015641,2009
1.57,16.066,0.016066,2009
1.602,14.968,0.014968,2009
1.427,15.273,0.015273,2009
1.407,15.767,0.015767,2009
1.545,15.461,0.015461,2009
1.648,16.507,0.016507,2009
1.509,16.801,0.016801,2009
1.417,16.951,0.016951,2009
1.491,16.134,0.016134,2009
1.56,17.208,0.017208,2009
1.51,15.893,0.015893,2009
1.642,15.817,0.015817,2009
1.432,13.916,0.013916,2009
1.44,15.582,0.015582,2009
1.513,16.144,0.016144,2009
1.575,16.355,0.016355,2009
1.513,17.254,0.017254,2009
1.547,17.597,0.017597,2009
1.582,17.795,0.017795,2009
1.999,17.313,0.017313,2009
1.502,14.859,0.014859,2011
1.489,16.178,0.016178,2011
1.177,16.226,0.016226,2011
1.489,15.881,0.015881,2011
1.515,16.207,0.016207,2011
1.423,15.152,0.015152,2011
1.46,15.954,0.015954,2011
1.47,15.361,0.015361,2011
1.504,15.405,0.015405,2011
1.539,14.687,0.014687,2011
1.48,15.784,0.015784,2011
1.45,15.484,0.015484,2011
1.541,14.757,0.014757,2011
1.453,15.932,0.015932,2011
1.497,15.993,0.015993,2011
1.469,14.995,0.014995,2011
1.424,14.734,0.014734,2011
1.432,16.173,0.016173,2011
1.439,15.729,0.015729,2011
1.486,14.856,0.014856,2011
1.513,14.24,0.01424,2011
1.479,16.282,0.016282,2011
1.448,15.07,0.01507,2011
1.436,14.825,0.014825,2011
1.497,14.226,0.014226,2011
1.566,15.013,0.015013,2011
1.462,13.827,0.013827,2011
1.475,13.661,0.013661,2011
1.528,15.07,0.01507,2011
1.282,14.723,0.014723,2011
1.611,15.134,0.015134,2011
1.494,14.826,0.014826,2011
1.455,15.742,0.015742,2011
1.485,13.649,0.013649,2011
1.54,14.361,0.014361,2011
1.513,15.539,0.015539,2011
1.521,15.068,0.015068,2011
1.508,15.187,0.015187,2011
1.489,14.607,0.014607,2011
1.514,14.476,0.014476,2011
1.489,14.93,0.01493,2011
1.524,14.916,0.014916,2011
1.485,15.156,0.015156,2011
1.493,14.979,0.014979,2011
1.468,15.118,0.015118,2011
1.514,14.98,0.01498,2011
1.533,12.721,0.012721,2011
1.488,14.713,0.014713,2011
1.479,15.459,0.015459,2011
1.505,15.475,0.015475,2011
1.478,14.149,0.014149,2011
1.494,15.086,0.015086,2011
1.438,14.49,0.01449,2011
1.454,14.695,0.014695,2011
1.479,14.739,0.014739,2011
1.51,15.197,0.015197,2011
1.525,16.575,0.016575,2011
1.488,14.699,0.014699,2011
1.157,15.819,0.015819,2011
1.481,15.733,0.015733,2011
1.375,16.31,0.01631,2011
1.53,15.359,0.015359,2011
1.472,15.303,0.015303,2011
1.519,15.207,0.015207,2011
1.515,14.494,0.014494,2011
1.601,15.353,0.015353,2011
1.506,15.429,0.015429,2011
1.615,15.041,0.015041,2011
1.485,15.066,0.015066,2011
1.494,14.849,0.014849,2011
1.464,15.275,0.015275,2011
1.531,15.651,0.015651,2011
1.476,16.295,0.016295,2011
1.473,15.581,0.015581,2011
1.502,15.927,0.015927,2011
1.474,15.693,0.015693,2011
1.486,17.999,0.017999,2011
1.483,16.684,0.016684,2011
1.5,15.351,0.015351,2011
1.464,14.653,0.014653,2011
1.517,15.14,0.01514,2011
1.494,15.071,0.015071,2011
1.512,15.26,0.01526,2011
1.454,15.981,0.015981,2011
1.38,15.19,0.01519,2011
1.507,14.054,0.014054,2011
1.477,14.585,0.014585,2011
1.495,16.481,0.016481,2011
1.48,15.532,0.015532,2011
1.456,15.845,0.015845,2011
1.466,15.051,0.015051,2011
1.513,15.753,0.015753,2011
1.519,14.978,0.014978,2011
1.575,15.257,0.015257,2011
1.536,15.77,0.01577,2011
1.527,15.356,0.015356,2011
1.444,16.741,0.016741,2011
1.407,15.691,0.015691,2011
1.399,16.47,0.01647,2011
1.365,16.128,0.016128,2011
1.505,16.221,0.016221,2011
1.541,15.762,0.015762,2011
1.485,16.291,0.016291,2011
1.312,15.913,0.015913,2011
1.509,15.941,0.015941,2011
1.407,15.129,0.015129,2011
1.456,15.659,0.015659,2011
1.462,15.522,0.015522,2011
1.51,14.607,0.014607,2011
1.468,16.599,0.016599,2011
1.402,15.397,0.015397,2011
1.566,15.536,0.015536,2011
1.491,14.934,0.014934,2011
1.453,15.089,0.015089,2011
1.465,15.468,0.015468,2011
1.389,15.528,0.015528,2011
1.517,15.007,0.015007,2011
1.417,15.66,0.01566,2011
1.478,15.043,0.015043,2011
1.543,15.929,0.015929,2011
1.45,15.673,0.015673,2011
1.456,16.753,0.016753,2011
1.468,17.138,0.017138,2011
1.439,16.025,0.016025,2011
1.494,15.572,0.015572,2011
1.537,15.309,0.015309,2011
1.497,15.883,0.015883,2011
1.485,15.285,0.015285,2011
1.455,15.521,0.015521,2011
1.466,15.613,0.015613,2011
1.782,14.052,0.014052,2011
1.522,15.349,0.015349,2011
1.549,15.478,0.015478,2011
1.494,15.205,0.015205,2011
1.644,14.604,0.014604,2011
1.526,15.062,0.015062,2011
1.548,15.236,0.015236,2011
1.597,14.676,0.014676,2011
1.504,14.581,0.014581,2011
1.514,14.411,0.014411,2011
1.597,14.748,0.014748,2011
1.516,15.544,0.015544,2011
1.426,16.703,0.016703,2011
1.47,15.676,0.015676,2011
1.519,15.689,0.015689,2011
1.484,16.166,0.016166,2011
1.52,14.92,0.01492,2011
1.571,15.253,0.015253,2011
1.508,14.62,0.01462,2011
1.457,14.78,0.01478,2011
1.597,14.733,0.014733,2011
1.497,15.858,0.015858,2011
1.454,16.093,0.016093,2011
1.484,15.56,0.01556,2011
1.37,16.61,0.01661,2011
1.516,15.916,0.015916,2011
1.518,15.36,0.01536,2011
1.617,14.214,0.014214,2011
1.489,16.267,0.016267,2011
1.478,16.616,0.016616,2011
1.487,16.012,0.016012,2011
1.528,14.743,0.014743,2011
1.47,15.71,0.01571,2011
1.532,15.22,0.01522,2011
1.503,15.13,0.01513,2011
1.541,15.283,0.015283,2011
1.518,14.739,0.014739,2011
1.553,15.729,0.015729,2011
1.507,15.653,0.015653,2011
1.524,14.81,0.01481,2011
1.533,15.093,0.015093,2011
1.655,14.885,0.014885,2011
1.435,14.924,0.014924,2011
1.456,15.524,0.015524,2011
1.477,14.233,0.014233,2011
1.44,14.599,0.014599,2011
1.484,15.848,0.015848,2011
1.517,13.748,0.013748,2011
1.54,15.047,0.015047,2011
1.5,15.727,0.015727,2011
1.472,16.401,0.016401,2011
1.486,16.517,0.016517,2011
1.576,14.51,0.01451,2011
1.539,14.537,0.014537,2011
1.533,14.523,0.014523,2011
1.504,13.729,0.013729,2011
1.492,15.254,0.015254,2011
1.536,15.612,0.015612,2011
1.501,15.331,0.015331,2011
1.564,16.041,0.016041,2011
1.481,16.773,0.016773,2011
1.602,15.613,0.015613,2011
1.466,15.935,0.015935,2011
1.488,15.868,0.015868,2011
1.594,15.48,0.01548,2011
1.482,16.728,0.016728,2011
1.573,15.316,0.015316,2011
1.435,16.184,0.016184,2011
1.489,17.091,0.017091,2011
1.492,15.811,0.015811,2011
1.556,15.449,0.015449,2011
1.685,14.457,0.014457,2011
1.681,14.143,0.014143,2011
1.527,14.526,0.014526,2011
1.569,14.955,0.014955,2011
1.503,15.72,0.01572,2011
1.492,14.749,0.014749,2011
1.428,15.114,0.015114,2011
1.491,15.605,0.015605,2011
1.461,15.326,0.015326,2011
1.439,15.729,0.015729,2011
1.483,15.963,0.015963,2011
1.457,15.394,0.015394,2011
1.494,16.111,0.016111,2011
1.48,15.507,0.015507,2011
1.451,17.32,0.01732,2011
1.471,16.688,0.016688,2011
1.453,15.84,0.01584,2011
1.491,16.504,0.016504,2011
1.472,15.936,0.015936,2011
1.48,15.897,0.015897,2011
1.657,15.719,0.015719,2011
1.637,15.097,0.015097,2011
1.489,15.63,0.01563,2011
1.575,15.274,0.015274,2011
1.474,15.489,0.015489,2011
1.512,17.234,0.017234,2011
1.449,15.459,0.015459,2011
1.507,15.688,0.015688,2011
1.543,15.738,0.015738,2011
1.512,16.674,0.016674,2011
1.42,15.831,0.015831,2011
1.486,15.066,0.015066,2011
1.464,15.101,0.015101,2011
1.521,15.467,0.015467,2011
1.516,16.257,0.016257,2011
1.428,15.921,0.015921,2011
1.505,14.724,0.014724,2011
1.515,15.13,0.01513,2011
1.466,14.926,0.014926,2011
1.471,15.545,0.015545,2011
1.485,15.725,0.015725,2011
1.483,14.952,0.014952,2011
1.46,14.874,0.014874,2011
1.505,16.084,0.016084,2011
1.464,14.602,0.014602,2011
1.516,15.541,0.015541,2011
1.531,14.465,0.014465,2011
1.586,15.398,0.015398,2011
1.521,14.402,0.014402,2011
1.072,14.635,0.014635,2011
1.542,15.168,0.015168,2011
1.481,14.789,0.014789,2011
1.485,15.221,0.015221,2011
1.441,14.545,0.014545,2011
1.491,14.879,0.014879,2011
1.487,16.125,0.016125,2011
1.503,17.54,0.01754,2011
1.524,16.192,0.016192,2011
1.468,15.114,0.015114,2011
1.517,15.175,0.015175,2011
1.502,16.435,0.016435,2011
1.527,14.858,0.014858,2011
1.518,15.775,0.015775,2011
1.494,16.291,0.016291,2011
1.507,14.993,0.014993,2011
1.513,15.347,0.015347,2011
1.497,16.095,0.016095,2011
1.461,15.611,0.015611,2011
1.499,15.984,0.015984,2011
1.589,15.126,0.015126,2011
1.506,15.915,0.015915,2011
1.511,15.702,0.015702,2011
1.475,15.505,0.015505,2011
1.454,15.545,0.015545,2011
1.468,15.429,0.015429,2011
1.517,16.01,0.01601,2011
1.45,15.966,0.015966,2011
1.51,15.54,0.01554,2011
1.442,16.622,0.016622,2011
1.477,15.682,0.015682,2011
1.53,13.925,0.013925,2011
1.437,14.577,0.014577,2011
1.46,16.517,0.016517,2011
1.745,15.473,0.015473,2011
1.633,14.56,0.01456,2011
1.511,16.393,0.016393,2011
1.668,13.591,0.013591,2011
1.624,14.962,0.014962,2011
1.473,15.75,0.01575,2011
1.462,15.824,0.015824,2011
1.463,16.479,0.016479,2011
1.473,15.81,0.01581,2011
1.511,14.097,0.014097,2011
1.44,15.604,0.015604,2011
1.468,15.798,0.015798,2011
1.481,15.999,0.015999,2011
1.488,15.865,0.015865,2011
1.474,15.476,0.015476,2011
1.496,15.639,0.015639,2011
1.446,16.089,0.016089,2011
1.452,16.745,0.016745,2011
1.494,15.373,0.015373,2011
1.534,15.472,0.015472,2011
1.572,14.309,0.014309,2011
1.503,15.714,0.015714,2011
1.553,15.064,0.015064,2011
1.509,15.222,0.015222,2011
1.52,15.991,0.015991,2011
1.498,15.058,0.015058,2011
1.529,15.49,0.01549,2011
1.503,14.713,0.014713,2011
1.51,16.439,0.016439,2011
1.484,15.11,0.01511,2011
1.55,13.228,0.013228,2011
1.456,15.382,0.015382,2011
1.504,15.374,0.015374,2011
1.506,15.275,0.015275,2011
1.53,15.323,0.015323,2011
1.487,15.54,0.01554,2011
1.502,14.311,0.014311,2011
1.496,14.331,0.014331,2011
1.458,15.089,0.015089,2011
1.466,14.917,0.014917,2011
1.486,15.472,0.015472,2011
1.474,15.48,0.01548,2011
1.49,16.386,0.016386,2011
1.557,15.175,0.015175,2011
1.471,14.25,0.01425,2011
1.509,15.304,0.015304,2011
1.496,13.906,0.013906,2011
1.513,15.713,0.015713,2011
1.511,15.237,0.015237,2011
1.519,14.876,0.014876,2011
1.477,14.981,0.014981,2011
1.487,14.732,0.014732,2011
1.417,17.979,0.017979,2011
1.543,17.552,0.017552,2011
1.492,15.83,0.01583,2011
1.437,16.672,0.016672,2011
1.656,16.565,0.016565,2011
1.497,16.262,0.016262,2011
1.637,16.275,0.016275,2011
1.487,15.888,0.015888,2011
1.503,15.155,0.015155,2011
1.606,15.463,0.015463,2011
1.677,14.371,0.014371,2011
